Name;MJD;Filter;Mag
SN 2008Q       ;2454512.14;V;13.882
SN 2008Q       ;2454514.16;V;13.974
SN 2008Q       ;2454501.19;R;13.841
SN 2008Q       ;2454503.15;R;13.684
SN 2008Q       ;2454505.11;R;13.63
SN 2008Q       ;2454509.11;R;13.642
SN 2008Q       ;2454510.12;R;13.679
SN 2008Q       ;2454512.14;R;13.854
SN 2008Q       ;2454514.16;R;14.068
SN 2008Q       ;2454501.19;I;13.835
SN 2008Q       ;2454503.15;I;13.771
SN 2008Q       ;2454505.11;I;13.841
SN 2008Q       ;2454509.11;I;13.981
SN 2008Q       ;2454510.12;I;14.009
SN 2008Q       ;2454512.14;I;14.201
SN 2008Q       ;2454514.16;I;14.326
SN 2008Z       ;2454509.32;B;16.66
SN 2008Z       ;2454512.38;B;16.486
SN 2008Z       ;2454523.35;B;16.779
SN 2008Z       ;2454527.39;B;17.068
SN 2008Z       ;2454530.25;B;17.339
SN 2008Z       ;2454544.3;B;18.688
SN 2008Z       ;2454568.24;B;19.606
SN 2008Z       ;2454509.32;V;16.604
SN 2008Z       ;2454512.38;V;16.361
SN 2008Z       ;2454523.35;V;16.514
SN 2008Z       ;2454530.25;V;16.902
SN 2008Z       ;2454544.3;V;17.577
SN 2008Z       ;2454547.3;V;17.805
SN 2008Z       ;2454568.24;V;18.634
SN 2008Z       ;2454509.32;R;16.372
SN 2008Z       ;2454512.38;R;16.175
SN 2008Z       ;2454523.35;R;16.362
SN 2008Z       ;2454527.39;R;16.607
SN 2008Z       ;2454530.25;R;16.855
SN 2008Z       ;2454544.3;R;17.094
SN 2008Z       ;2454568.24;R;18.142
SN 2008Z       ;2454509.32;I;16.404
SN 2008Z       ;2454512.38;I;16.319
SN 2008Z       ;2454523.35;I;16.803
SN 2008Z       ;2454527.39;I;17.018
SN 2008Z       ;2454530.25;I;17.189
SN 2008Z       ;2454544.3;I;16.97
SN 2008Z       ;2454568.24;I;18.078
SN 2008ar      ;2454525.45;B;17.153
SN 2008ar      ;2454528.42;B;16.707
SN 2008ar      ;2454530.41;B;16.538
SN 2008ar      ;2454532.45;B;16.351
SN 2008ar      ;2454534.41;B;16.365
SN 2008ar      ;2454536.35;B;16.524
SN 2008ar      ;2454541.47;B;16.712
SN 2008ar      ;2454543.42;B;16.816
SN 2008ar      ;2454550.37;B;17.658
SN 2008ar      ;2454553.38;B;17.901
SN 2008ar      ;2454556.42;B;18.195
SN 2008ar      ;2454559.4;B;18.576
SN 2008ar      ;2454566.41;B;18.963
SN 2008ar      ;2454569.33;B;19.27
SN 2008ar      ;2454587.33;B;19.901
SN 2008ar      ;2454525.45;V;17.095
SN 2008ar      ;2454528.42;V;16.707
SN 2008ar      ;2454530.41;V;16.55
SN 2008ar      ;2454532.45;V;16.424
SN 2008ar      ;2454534.41;V;16.389
SN 2008ar      ;2454536.35;V;16.465
SN 2008ar      ;2454541.47;V;16.447
SN 2008ar      ;2454543.42;V;16.509
SN 2008ar      ;2454550.37;V;16.997
SN 2008ar      ;2454556.42;V;17.213
SN 2008ar      ;2454559.4;V;17.415
SN 2008ar      ;2454566.41;V;17.747
SN 2008ar      ;2454569.33;V;17.892
SN 2008ar      ;2454578.37;V;18.422
SN 2008ar      ;2454581.31;V;18.4
SN 2008ar      ;2454584.34;V;18.616
SN 2008ar      ;2454587.33;V;18.585
SN 2008ar      ;2454591.3;V;18.57
SN 2008ar      ;2454595.27;V;18.962
SN 2008ar      ;2454525.45;R;17.006
SN 2008ar      ;2454528.42;R;16.605
SN 2008ar      ;2454530.41;R;16.52
SN 2008ar      ;2454532.45;R;16.338
SN 2008ar      ;2454534.41;R;16.335
SN 2008ar      ;2454541.47;R;16.448
SN 2008ar      ;2454543.42;R;16.598
SN 2008ar      ;2454550.37;R;17.064
SN 2008ar      ;2454556.42;R;17.099
SN 2008ar      ;2454566.41;R;17.453
SN 2008ar      ;2454569.33;R;17.645
SN 2008ar      ;2454572.39;R;17.666
SN 2008ar      ;2454578.37;R;17.969
SN 2008ar      ;2454584.34;R;18.253
SN 2008ar      ;2454587.33;R;18.415
SN 2008ar      ;2454591.3;R;18.509
SN 2008ar      ;2454595.27;R;18.571
SN 2008ar      ;2454525.45;I;17.128
SN 2008ar      ;2454528.42;I;16.774
SN 2008ar      ;2454530.41;I;16.749
SN 2008ar      ;2454532.45;I;16.731
SN 2008ar      ;2454534.41;I;16.783
SN 2008ar      ;2454541.47;I;16.945
SN 2008ar      ;2454543.42;I;17.158
SN 2008ar      ;2454550.37;I;17.448
SN 2008ar      ;2454556.42;I;17.174
SN 2008ar      ;2454566.41;I;17.38
SN 2008ar      ;2454569.33;I;17.363
SN 2008ar      ;2454578.37;I;18.024
SN 2008ar      ;2454581.31;I;18.079
SN 2008ar      ;2454584.34;I;18.104
SN 2008ar      ;2454587.33;I;18.456
SN 2008bf      ;2454544.46;B;16.695
SN 2008bf      ;2454549.45;B;16.029
SN 2008bf      ;2454551.34;B;15.914
SN 2008bf      ;2454553.33;B;15.803
SN 2008bf      ;2454556.39;B;15.808
SN 2008bf      ;2454558.4;B;15.96
SN 2008bf      ;2454560.39;B;16.058
SN 2008bf      ;2454564.36;B;16.327
SN 2008bf      ;2454566.39;B;16.474
SN 2008bf      ;2454568.34;B;16.665
SN 2008bf      ;2454570.29;B;16.826
SN 2008bf      ;2454575.31;B;17.375
SN 2008bf      ;2454578.34;B;17.564
SN 2008bf      ;2454581.29;B;17.897
SN 2008bf      ;2454584.31;B;18.25
SN 2008bf      ;2454587.31;B;18.506
SN 2008bf      ;2454590.29;B;18.744
SN 2008bf      ;2454593.3;B;18.818
SN 2008bf      ;2454596.24;B;18.936
SN 2008bf      ;2454599.26;B;19.169
SN 2008bf      ;2454544.46;V;16.882
SN 2008bf      ;2454549.45;V;16.174
SN 2008bf      ;2454551.34;V;16.05
SN 2008bf      ;2454553.33;V;15.954
SN 2008bf      ;2454556.39;V;15.961
SN 2008bf      ;2454558.4;V;15.992
SN 2008bf      ;2454560.39;V;16.003
SN 2008bf      ;2454564.36;V;16.223
SN 2008bf      ;2454566.39;V;16.326
SN 2008bf      ;2454570.29;V;16.566
SN 2008bf      ;2454572.36;V;16.674
SN 2008bf      ;2454578.34;V;16.949
SN 2008bf      ;2454581.29;V;17.105
SN 2008bf      ;2454584.31;V;17.226
SN 2008bf      ;2454587.31;V;17.407
SN 2008bf      ;2454590.29;V;17.628
SN 2008bf      ;2454593.3;V;17.758
SN 2008bf      ;2454596.24;V;17.887
SN 2008bf      ;2454599.26;V;18.087
SN 2008bf      ;2454602.26;V;18.181
SN 2008bf      ;2454614.25;V;18.419
SN 2008bf      ;2454619.19;V;18.59
SN 2008bf      ;2454549.45;R;16.052
SN 2008bf      ;2454551.34;R;15.963
SN 2008bf      ;2454553.33;R;15.878
SN 2008bf      ;2454556.39;R;15.854
SN 2008bf      ;2454560.39;R;15.971
SN 2008bf      ;2454564.36;R;16.213
SN 2008bf      ;2454566.39;R;16.361
SN 2008bf      ;2454568.34;R;16.449
SN 2008bf      ;2454570.29;R;16.664
SN 2008bf      ;2454572.36;R;16.562
SN 2008bf      ;2454578.34;R;16.639
SN 2008bf      ;2454581.29;R;16.88
SN 2008bf      ;2454587.31;R;16.997
SN 2008bf      ;2454590.29;R;17.222
SN 2008bf      ;2454593.3;R;17.411
SN 2008bf      ;2454596.24;R;17.608
SN 2008bf      ;2454599.26;R;17.626
SN 2008bf      ;2454602.26;R;17.864
SN 2008bf      ;2454614.25;R;18.209
SN 2008bf      ;2454619.19;R;18.239
SN 2008bf      ;2454549.45;I;16.19
SN 2008bf      ;2454551.34;I;16.208
SN 2008bf      ;2454553.33;I;16.203
SN 2008bf      ;2454556.39;I;16.335
SN 2008bf      ;2454560.39;I;16.441
SN 2008bf      ;2454566.39;I;16.914
SN 2008bf      ;2454568.34;I;16.968
SN 2008bf      ;2454570.29;I;17.101
SN 2008bf      ;2454578.34;I;16.814
SN 2008bf      ;2454581.29;I;16.892
SN 2008bf      ;2454587.31;I;16.921
SN 2008bf      ;2454590.29;I;16.98
SN 2008bf      ;2454593.3;I;17.247
SN 2008bf      ;2454596.24;I;17.389
SN 2008bf      ;2454599.26;I;17.537
SN 2008bf      ;2454614.25;I;18.06
SN 2008bf      ;2454619.19;I;18.295
SN 2008cl      ;2454603.42;B;18.267
SN 2008cl      ;2454616.38;B;19.606
SN 2008cl      ;2454619.37;B;20.121
SN 2008cl      ;2454622.33;B;20.485
SN 2008cl      ;2454625.38;B;20.376
SN 2008cl      ;2454628.35;B;20.794
SN 2008cl      ;2454603.42;V;18.241
SN 2008cl      ;2454616.38;V;18.785
SN 2008cl      ;2454619.37;V;19.079
SN 2008cl      ;2454622.33;V;19.212
SN 2008cl      ;2454625.38;V;19.636
SN 2008cl      ;2454603.42;R;18.221
SN 2008cl      ;2454616.38;R;18.88
SN 2008cl      ;2454619.37;R;18.741
SN 2008cl      ;2454622.33;R;18.913
SN 2008cl      ;2454625.38;R;19.173
SN 2008cl      ;2454628.35;R;19.203
SN 2008cl      ;2454603.42;I;18.359
SN 2008cl      ;2454616.38;I;19.01
SN 2008cl      ;2454619.37;I;18.99
SN 2008cl      ;2454622.33;I;18.862
SN 2008cl      ;2454625.38;I;18.949
SN 2008cl      ;2454628.35;I;18.891
SN 2008dr      ;2454646.38;B;17.846
SN 2008dr      ;2454648.45;B;17.745
SN 2008dr      ;2454650.4;B;17.793
SN 2008dr      ;2454653.4;B;17.824
SN 2008dr      ;2454653.41;B;17.874
SN 2008dr      ;2454655.38;B;17.946
SN 2008dr      ;2454655.4;B;18.123
SN 2008dr      ;2454657.37;B;18.236
SN 2008dr      ;2454658.39;B;18.238
SN 2008dr      ;2454661.39;B;18.738
SN 2008dr      ;2454672.34;B;20.094
SN 2008dr      ;2454677.35;B;20.527
SN 2008dr      ;2454681.39;B;20.763
SN 2008dr      ;2454646.38;V;17.74
SN 2008dr      ;2454648.45;V;17.611
SN 2008dr      ;2454650.4;V;17.582
SN 2008dr      ;2454653.4;V;17.594
SN 2008dr      ;2454653.41;V;17.579
SN 2008dr      ;2454655.38;V;17.643
SN 2008dr      ;2454655.4;V;17.706
SN 2008dr      ;2454657.37;V;17.78
SN 2008dr      ;2454658.39;V;17.826
SN 2008dr      ;2454661.39;V;18.119
SN 2008dr      ;2454664.38;V;18.308
SN 2008dr      ;2454670.35;V;18.678
SN 2008dr      ;2454670.36;V;18.442
SN 2008dr      ;2454672.34;V;18.744
SN 2008dr      ;2454673.37;V;18.605
SN 2008dr      ;2454676.36;V;19.383
SN 2008dr      ;2454677.35;V;19.205
SN 2008dr      ;2454679.37;V;19.355
SN 2008dr      ;2454681.39;V;19.455
SN 2008dr      ;2454684.37;V;19.639
SN 2008dr      ;2454685.33;V;19.767
SN 2008dr      ;2454646.38;R;17.484
SN 2008dr      ;2454648.45;R;17.445
SN 2008dr      ;2454650.4;R;17.39
SN 2008dr      ;2454653.4;R;17.402
SN 2008dr      ;2454653.41;R;17.442
SN 2008dr      ;2454655.38;R;17.506
SN 2008dr      ;2454655.4;R;17.619
SN 2008dr      ;2454657.37;R;17.803
SN 2008dr      ;2454658.39;R;17.811
SN 2008dr      ;2454661.39;R;18.041
SN 2008dr      ;2454664.38;R;18.084
SN 2008dr      ;2454670.36;R;17.952
SN 2008dr      ;2454672.34;R;18.128
SN 2008dr      ;2454673.37;R;18.274
SN 2008dr      ;2454676.36;R;18.464
SN 2008dr      ;2454677.35;R;18.648
SN 2008dr      ;2454679.37;R;18.703
SN 2008dr      ;2454681.39;R;18.818
SN 2008dr      ;2454684.37;R;19.039
SN 2008dr      ;2454685.33;R;19.096
SN 2008dr      ;2454646.38;I;17.815
SN 2008dr      ;2454648.45;I;17.84
SN 2008dr      ;2454650.4;I;17.951
SN 2008dr      ;2454653.4;I;17.744
SN 2008dr      ;2454653.41;I;17.957
SN 2008dr      ;2454655.38;I;17.988
SN 2008dr      ;2454655.4;I;18.183
SN 2008dr      ;2454657.37;I;18.344
SN 2008dr      ;2454658.39;I;18.221
SN 2008dr      ;2454661.39;I;18.605
SN 2008dr      ;2454664.38;I;18.483
SN 2008dr      ;2454670.35;I;18.037
SN 2008dr      ;2454670.36;I;18.502
SN 2008dr      ;2454672.34;I;17.963
SN 2008dr      ;2454673.37;I;18.402
SN 2008dr      ;2454676.36;I;18.638
SN 2008dr      ;2454677.35;I;18.38
SN 2008dr      ;2454679.37;I;18.889
SN 2008dr      ;2454681.39;I;18.771
SN 2008dr      ;2454684.37;I;18.953
SN 2008dr      ;2454685.33;I;19.371
SN 2008dt      ;2454648.33;B;18.356
SN 2008dt      ;2454650.28;B;18.435
SN 2008dt      ;2454652.33;B;18.454
SN 2008dt      ;2454654.27;B;18.677
SN 2008dt      ;2454656.29;B;18.86
SN 2008dt      ;2454658.33;B;18.988
SN 2008dt      ;2454660.26;B;19.107
SN 2008dt      ;2454663.3;B;19.482
SN 2008dt      ;2454666.31;B;19.397
SN 2008dt      ;2454648.33;V;17.694
SN 2008dt      ;2454650.28;V;17.687
SN 2008dt      ;2454652.33;V;17.743
SN 2008dt      ;2454654.27;V;17.871
SN 2008dt      ;2454656.29;V;17.897
SN 2008dt      ;2454658.33;V;17.988
SN 2008dt      ;2454660.26;V;18.096
SN 2008dt      ;2454663.3;V;18.379
SN 2008dt      ;2454666.31;V;18.637
SN 2008dt      ;2454672.25;V;18.905
SN 2008dt      ;2454675.27;V;19.026
SN 2008dt      ;2454678.24;V;19.134
SN 2008dt      ;2454681.19;V;19.401
SN 2008dt      ;2454648.33;R;17.486
SN 2008dt      ;2454650.28;R;17.469
SN 2008dt      ;2454652.33;R;17.555
SN 2008dt      ;2454654.27;R;17.612
SN 2008dt      ;2454656.29;R;17.658
SN 2008dt      ;2454658.33;R;17.803
SN 2008dt      ;2454660.26;R;17.786
SN 2008dt      ;2454663.3;R;17.847
SN 2008dt      ;2454666.31;R;17.935
SN 2008dt      ;2454669.26;R;18.065
SN 2008dt      ;2454672.25;R;18.07
SN 2008dt      ;2454675.27;R;18.307
SN 2008dt      ;2454678.24;R;18.411
SN 2008dt      ;2454648.33;I;17.623
SN 2008dt      ;2454652.33;I;17.775
SN 2008dt      ;2454654.27;I;17.729
SN 2008dt      ;2454656.29;I;17.768
SN 2008dt      ;2454658.33;I;18.001
SN 2008dt      ;2454660.26;I;18.037
SN 2008dt      ;2454663.3;I;17.943
SN 2008dt      ;2454666.31;I;17.905
SN 2008dt      ;2454669.26;I;17.93
SN 2008dt      ;2454672.25;I;17.969
SN 2008dt      ;2454675.27;I;18.08
SN 2008dt      ;2454678.24;I;18.21
SN 2008dx      ;2454645.2;B;18.236
SN 2008dx      ;2454646.2;B;18.277
SN 2008dx      ;2454647.22;B;18.52
SN 2008dx      ;2454648.2;B;18.523
SN 2008dx      ;2454649.19;B;18.745
SN 2008dx      ;2454650.2;B;18.918
SN 2008dx      ;2454651.22;B;19.137
SN 2008dx      ;2454645.2;V;17.747
SN 2008dx      ;2454646.2;V;17.706
SN 2008dx      ;2454647.22;V;17.773
SN 2008dx      ;2454648.2;V;17.736
SN 2008dx      ;2454649.19;V;17.803
SN 2008dx      ;2454650.2;V;17.858
SN 2008dx      ;2454651.22;V;17.985
SN 2008dx      ;2454653.2;V;18.334
SN 2008dx      ;2454654.2;V;18.352
SN 2008dx      ;2454655.22;V;18.611
SN 2008dx      ;2454657.19;V;18.615
SN 2008dx      ;2454659.19;V;18.965
SN 2008dx      ;2454645.2;R;17.504
SN 2008dx      ;2454646.2;R;17.47
SN 2008dx      ;2454647.22;R;17.412
SN 2008dx      ;2454648.2;R;17.386
SN 2008dx      ;2454649.19;R;17.423
SN 2008dx      ;2454650.2;R;17.452
SN 2008dx      ;2454651.22;R;17.497
SN 2008dx      ;2454653.2;R;17.657
SN 2008dx      ;2454654.2;R;17.718
SN 2008dx      ;2454655.22;R;17.834
SN 2008dx      ;2454657.19;R;18.026
SN 2008dx      ;2454659.19;R;18.178
SN 2008dx      ;2454645.2;I;17.557
SN 2008dx      ;2454646.2;I;17.45
SN 2008dx      ;2454647.22;I;17.483
SN 2008dx      ;2454648.2;I;17.463
SN 2008dx      ;2454649.19;I;17.422
SN 2008dx      ;2454650.2;I;17.412
SN 2008dx      ;2454651.22;I;17.488
SN 2008dx      ;2454653.2;I;17.521
SN 2008dx      ;2454654.2;I;17.506
SN 2008dx      ;2454655.22;I;17.504
SN 2008dx      ;2454657.19;I;17.872
SN 2008ec      ;2454662.38;B;17.566
SN 2008ec      ;2454664.44;B;16.826
SN 2008ec      ;2454667.39;B;16.201
SN 2008ec      ;2454671.41;B;15.82
SN 2008ec      ;2454673.4;B;15.791
SN 2008ec      ;2454675.4;B;15.845
SN 2008ec      ;2454677.37;B;15.915
SN 2008ec      ;2454679.42;B;16.022
SN 2008ec      ;2454681.39;B;16.203
SN 2008ec      ;2454683.38;B;16.442
SN 2008ec      ;2454685.39;B;16.699
SN 2008ec      ;2454692.38;B;17.612
SN 2008ec      ;2454699.32;B;18.374
SN 2008ec      ;2454707.34;B;18.855
SN 2008ec      ;2454711.28;B;18.903
SN 2008ec      ;2454715.28;B;18.943
SN 2008ec      ;2454719.26;B;19.221
SN 2008ec      ;2454726.34;B;19.174
SN 2008ec      ;2454730.26;B;19.39
SN 2008ec      ;2454734.26;B;19.401
SN 2008ec      ;2454738.26;B;19.531
SN 2008ec      ;2454662.38;V;17.322
SN 2008ec      ;2454664.44;V;16.677
SN 2008ec      ;2454667.39;V;16.069
SN 2008ec      ;2454671.41;V;15.731
SN 2008ec      ;2454673.4;V;15.601
SN 2008ec      ;2454675.4;V;15.61
SN 2008ec      ;2454677.37;V;15.636
SN 2008ec      ;2454679.42;V;15.653
SN 2008ec      ;2454681.39;V;15.72
SN 2008ec      ;2454683.38;V;15.87
SN 2008ec      ;2454685.39;V;16.022
SN 2008ec      ;2454692.38;V;16.422
SN 2008ec      ;2454699.32;V;16.842
SN 2008ec      ;2454707.34;V;17.376
SN 2008ec      ;2454711.28;V;17.581
SN 2008ec      ;2454715.28;V;17.732
SN 2008ec      ;2454719.26;V;17.825
SN 2008ec      ;2454726.34;V;17.915
SN 2008ec      ;2454730.26;V;18.203
SN 2008ec      ;2454734.26;V;18.23
SN 2008ec      ;2454738.26;V;18.412
SN 2008ec      ;2454742.25;V;18.398
SN 2008ec      ;2454746.22;V;18.595
SN 2008ec      ;2454755.2;V;18.845
SN 2008ec      ;2454759.21;V;18.92
SN 2008ec      ;2454764.18;V;18.993
SN 2008ec      ;2454662.38;R;17.016
SN 2008ec      ;2454664.44;R;16.37
SN 2008ec      ;2454667.39;R;15.794
SN 2008ec      ;2454671.41;R;15.497
SN 2008ec      ;2454673.4;R;15.447
SN 2008ec      ;2454675.4;R;15.439
SN 2008ec      ;2454677.37;R;15.442
SN 2008ec      ;2454679.42;R;15.542
SN 2008ec      ;2454681.39;R;15.667
SN 2008ec      ;2454683.38;R;15.86
SN 2008ec      ;2454685.39;R;15.976
SN 2008ec      ;2454692.38;R;16.147
SN 2008ec      ;2454699.32;R;16.38
SN 2008ec      ;2454707.34;R;16.893
SN 2008ec      ;2454711.28;R;17.157
SN 2008ec      ;2454715.28;R;17.318
SN 2008ec      ;2454719.26;R;17.425
SN 2008ec      ;2454726.34;R;17.619
SN 2008ec      ;2454730.26;R;17.822
SN 2008ec      ;2454734.26;R;17.997
SN 2008ec      ;2454738.26;R;18.13
SN 2008ec      ;2454746.22;R;18.455
SN 2008ec      ;2454755.2;R;18.714
SN 2008ec      ;2454759.21;R;18.816
SN 2008ec      ;2454764.18;R;18.896
SN 2008ec      ;2454662.38;I;16.919
SN 2008ec      ;2454664.44;I;16.257
SN 2008ec      ;2454667.39;I;15.778
SN 2008ec      ;2454671.41;I;15.533
SN 2008ec      ;2454673.4;I;15.596
SN 2008ec      ;2454675.4;I;15.714
SN 2008ec      ;2454677.37;I;15.758
SN 2008ec      ;2454679.42;I;15.82
SN 2008ec      ;2454681.39;I;15.968
SN 2008ec      ;2454683.38;I;16.167
SN 2008ec      ;2454685.39;I;16.156
SN 2008ec      ;2454692.38;I;16.009
SN 2008ec      ;2454699.32;I;16.061
SN 2008ec      ;2454707.34;I;16.591
SN 2008ec      ;2454711.28;I;16.882
SN 2008ec      ;2454715.28;I;17.1
SN 2008ec      ;2454719.26;I;17.125
SN 2008ec      ;2454726.34;I;17.55
SN 2008ec      ;2454730.26;I;17.751
SN 2008ec      ;2454734.26;I;17.89
SN 2008ec      ;2454738.26;I;18.176
SN 2008ec      ;2454746.22;I;18.527
SN 2008ec      ;2454755.2;I;18.778
SN 2008ec      ;2454759.21;I;18.864
SN 2008ei      ;2454674.43;B;18.139
SN 2008ei      ;2454676.38;B;18.283
SN 2008ei      ;2454678.37;B;18.376
SN 2008ei      ;2454680.36;B;18.516
SN 2008ei      ;2454684.34;B;18.899
SN 2008ei      ;2454686.33;B;19.231
SN 2008ei      ;2454692.33;B;19.782
SN 2008ei      ;2454674.43;V;17.724
SN 2008ei      ;2454676.38;V;17.721
SN 2008ei      ;2454678.37;V;17.795
SN 2008ei      ;2454680.36;V;17.874
SN 2008ei      ;2454684.34;V;18.116
SN 2008ei      ;2454686.33;V;18.234
SN 2008ei      ;2454692.33;V;18.649
SN 2008ei      ;2454694.27;V;18.593
SN 2008ei      ;2454674.43;R;17.505
SN 2008ei      ;2454676.38;R;17.493
SN 2008ei      ;2454678.37;R;17.582
SN 2008ei      ;2454680.36;R;17.685
SN 2008ei      ;2454684.34;R;18.002
SN 2008ei      ;2454686.33;R;18.137
SN 2008ei      ;2454692.33;R;18.166
SN 2008ei      ;2454694.27;R;18.189
SN 2008ei      ;2454698.32;R;18.241
SN 2008ei      ;2454701.3;R;18.385
SN 2008ei      ;2454704.3;R;18.554
SN 2008ei      ;2454707.29;R;18.795
SN 2008ei      ;2454674.43;I;17.937
SN 2008ei      ;2454676.38;I;18.034
SN 2008ei      ;2454678.37;I;18.066
SN 2008ei      ;2454680.36;I;18.191
SN 2008ei      ;2454682.37;I;18.479
SN 2008ei      ;2454684.34;I;18.534
SN 2008ei      ;2454686.33;I;18.533
SN 2008ei      ;2454692.33;I;18.341
SN 2008ei      ;2454694.27;I;18.166
SN 2008ei      ;2454698.32;I;18.227
SN 2008ei      ;2454701.3;I;18.227
SN 2008ei      ;2454704.3;I;18.421
SN 2008ei      ;2454707.29;I;18.468
SNF20080514-002;2454608.31;B;16.16
SNF20080514-002;2454613.32;B;15.965
SNF20080514-002;2454615.26;B;16.046
SNF20080514-002;2454617.24;B;16.198
SNF20080514-002;2454619.24;B;16.361
SNF20080514-002;2454621.27;B;16.539
SNF20080514-002;2454623.22;B;16.717
SNF20080514-002;2454625.2;B;17.04
SNF20080514-002;2454627.2;B;17.32
SNF20080514-002;2454629.23;B;17.606
SNF20080514-002;2454632.23;B;18.105
SNF20080514-002;2454634.25;B;18.181
SNF20080514-002;2454636.21;B;18.461
SNF20080514-002;2454638.26;B;18.715
SNF20080514-002;2454643.22;B;18.962
SNF20080514-002;2454646.22;B;18.966
SNF20080514-002;2454649.22;B;19.027
SNF20080514-002;2454653.22;B;19.395
SNF20080514-002;2454608.31;V;16.281
SNF20080514-002;2454613.32;V;16.086
SNF20080514-002;2454615.26;V;16.07
SNF20080514-002;2454619.24;V;16.278
SNF20080514-002;2454621.27;V;16.359
SNF20080514-002;2454623.22;V;16.562
SNF20080514-002;2454625.2;V;16.683
SNF20080514-002;2454627.2;V;16.828
SNF20080514-002;2454632.23;V;17.109
SNF20080514-002;2454634.25;V;17.29
SNF20080514-002;2454636.21;V;17.376
SNF20080514-002;2454638.26;V;17.588
SNF20080514-002;2454643.22;V;17.931
SNF20080514-002;2454646.22;V;18.142
SNF20080514-002;2454649.22;V;18.269
SNF20080514-002;2454653.22;V;18.255
SNF20080514-002;2454608.31;R;16.148
SNF20080514-002;2454613.32;R;16.042
SNF20080514-002;2454615.26;R;15.998
SNF20080514-002;2454617.24;R;16.101
SNF20080514-002;2454619.24;R;16.256
SNF20080514-002;2454621.27;R;16.475
SNF20080514-002;2454623.22;R;16.61
SNF20080514-002;2454625.2;R;16.741
SNF20080514-002;2454627.2;R;16.756
SNF20080514-002;2454629.23;R;16.717
SNF20080514-002;2454634.25;R;16.852
SNF20080514-002;2454636.21;R;17.033
SNF20080514-002;2454638.26;R;17.215
SNF20080514-002;2454643.22;R;17.565
SNF20080514-002;2454646.22;R;17.678
SNF20080514-002;2454649.22;R;17.865
SNF20080514-002;2454653.22;R;18.065
SNF20080514-002;2454613.32;I;16.419
SNF20080514-002;2454615.26;I;16.481
SNF20080514-002;2454617.24;I;16.54
SNF20080514-002;2454619.24;I;16.754
SNF20080514-002;2454621.27;I;16.956
SNF20080514-002;2454623.22;I;17.098
SNF20080514-002;2454625.2;I;17.151
SNF20080514-002;2454627.2;I;16.999
SNF20080514-002;2454632.23;I;16.819
SNF20080514-002;2454634.25;I;16.858
SNF20080514-002;2454636.21;I;16.815
SNF20080514-002;2454638.26;I;16.916
SNF20080514-002;2454643.22;I;17.323
SNF20080514-002;2454646.22;I;17.542
SNF20080514-002;2454649.22;I;17.686
SNF20080514-002;2454653.22;I;18.005
SNF20080909-030;2454720.27;B;17.44
SNF20080909-030;2454740.2;B;16.986
SNF20080909-030;2454747.12;B;17.678
SNF20080909-030;2454751.2;B;18.121
SNF20080909-030;2454753.19;B;18.325
SNF20080909-030;2454765.14;B;19.225
SNF20080909-030;2454784.1;B;19.806
SNF20080909-030;2454788.09;B;19.947
SNF20080909-030;2454790.09;B;20.058
SNF20080909-030;2454720.27;V;17.43
SNF20080909-030;2454740.2;V;16.768
SNF20080909-030;2454747.12;V;17.059
SNF20080909-030;2454751.2;V;17.385
SNF20080909-030;2454753.19;V;17.398
SNF20080909-030;2454765.14;V;17.997
SNF20080909-030;2454784.1;V;18.811
SNF20080909-030;2454788.09;V;18.888
SNF20080909-030;2454790.09;V;18.902
SNF20080909-030;2454720.27;R;17.318
SNF20080909-030;2454740.2;R;16.674
SNF20080909-030;2454747.12;R;17.015
SNF20080909-030;2454751.2;R;17.12
SNF20080909-030;2454753.19;R;17.177
SNF20080909-030;2454765.14;R;17.508
SNF20080909-030;2454782.15;R;18.308
SNF20080909-030;2454784.1;R;18.422
SNF20080909-030;2454788.09;R;18.509
SNF20080909-030;2454790.09;R;18.597
SNF20080909-030;2454720.27;I;17.27
SNF20080909-030;2454740.2;I;17.017
SNF20080909-030;2454747.12;I;17.246
SNF20080909-030;2454753.19;I;17.199
SNF20080909-030;2454765.14;I;17.264
SNF20080909-030;2454782.15;I;18.108
SNF20080909-030;2454784.1;I;18.165
SNF20080909-030;2454788.09;I;18.318
SNF20080909-030;2454790.09;I;18.508
2006ct        ;53903.25177;B ;18.849
2006ct        ;53928.18575;B ;19.8695
2006ct        ;53903.24946;V ;18.066
2006ct        ;53928.18343;V ;19.598
2006ct        ;53903.24786;r';17.626
2006ct        ;53907.24351;r';17.776
2006ct        ;53928.18181;r';19.1475
2006ct        ;53903.24626;i';18.159
2006ct        ;53928.18018;i';18.958
2006ou        ;54076.50102;B ;18.2625
2006ou        ;54102.45718;B ;18.7045
2006ou        ;54104.44421;B ;18.8185
2006ou        ;54105.49083;B ;18.7555
2006ou        ;54114.44936;B ;18.8365
2006ou        ;54128.33814;B ;18.975
2006ou        ;54076.49801;V ;17.3865
2006ou        ;54094.47017;V ;17.848
2006ou        ;54101.37771;V ;18.001
2006ou        ;54102.45413;V ;18.025
2006ou        ;54104.4412;V ;18.04
2006ou        ;54105.48784;V ;18.0985
2006ou        ;54114.44637;V ;18.318
2006ou        ;54128.33514;V ;18.715
2006ou        ;54076.49571;r';17.06
2006ou        ;54094.46786;r';17.649
2006ou        ;54101.37539;r';17.9305
