SN;Filt;MJD;mag
2003kf; 4;52998.23426;14.907
2003kf; 4;52999.35513;14.876
2003kf; 4;53013.27787;15.204
2003kf; 4;53020.16159;15.665
2003kf; 4;53022.13073;15.710
2003kf; 4;53024.26039;15.827
2003kf; 4;53024.27733;15.840
2003kf; 4;53033.33669;16.132
2003kf; 4;53043.17633;16.512
2003kf; 4;53047.25251;16.641
2003kf; 4;53051.14184;16.690
2003kf; 4;53053.21183;16.748
2003kf; 4;53085.15987;17.793
2003kf; 5;52977.25553;14.204
2003kf; 5;52983.41362;14.345
2003kf; 5;52986.34971;14.493
2003kf; 5;52988.35587;14.594
2003kf; 5;52989.28135;14.565
2003kf; 5;52989.42404;14.580
2003kf; 5;52991.35524;14.854
2003kf; 5;52993.39020;14.967
2003kf; 5;52994.40964;15.015
2003kf; 5;52998.23534;15.021
2003kf; 5;52999.35623;14.951
2003kf; 5;53013.27965;14.811
2003kf; 5;53020.16338;15.334
2003kf; 5;53022.13250;15.354
2003kf; 5;53022.28257;15.393
2003kf; 5;53024.26218;15.501
2003kf; 5;53024.27911;15.501
2003kf; 5;53033.33847;15.905
2003kf; 5;53043.17813;16.419
2003kf; 5;53047.25431;16.569
2003kf; 5;53051.14362;16.680
2003kf; 5;53085.16166;18.208
2004K ; 2;53085.48744;20.297
2004K ; 2;53148.28296;21.966
2004K ; 3;53052.51005;19.028
2004K ; 3;53053.50940;19.144
2004K ; 3;53085.48134;19.701
2004K ; 3;53148.27689;21.228
2004K ; 4;53052.51252;18.475
2004K ; 4;53053.51186;18.521
2004K ; 4;53085.48381;19.276
2004K ; 4;53148.27935;20.820
2004K ; 5;53052.51429;18.420
2004K ; 5;53053.51363;18.394
2004K ; 5;53085.48560;19.247
2004L ; 1;53032.43251;17.901
2004L ; 1;53052.32766;19.545
2004L ; 2;53032.42929;17.588
2004L ; 2;53034.42580;17.600
2004L ; 2;53046.37774;18.679
2004L ; 2;53049.47537;19.210
2004L ; 2;53053.28899;19.738
2004L ; 2;53085.30286;21.193
2004L ; 2;53147.20846;21.428
2004L ; 3;53032.42315;17.247
2004L ; 3;53034.41969;17.328
2004L ; 3;53037.21251;17.353
2004L ; 3;53046.37161;18.027
2004L ; 3;53049.34247;18.087
2004L ; 3;53049.46925;18.140
2004L ; 3;53052.31832;18.339
2004L ; 3;53053.28289;18.452
2004L ; 3;53061.28059;18.933
2004L ; 3;53085.29676;19.735
2004L ; 3;53147.20236;21.199
2004L ; 4;53034.42215;17.140
2004L ; 4;53046.37409;17.712
2004L ; 4;53049.34494;17.771
2004L ; 4;53049.47172;17.737
2004L ; 4;53052.32081;17.810
2004L ; 4;53053.28536;17.865
2004L ; 4;53061.28306;18.348
2004L ; 4;53085.29922;19.289
2004L ; 4;53147.20483;21.103
2004L ; 5;53032.42743;17.457
2004L ; 5;53034.42394;17.496
2004L ; 5;53046.37588;17.876
2004L ; 5;53049.34674;17.792
2004L ; 5;53052.32259;17.766
2004L ; 5;53053.28713;17.711
2004L ; 5;53061.28484;18.124
2004L ; 5;53085.30101;19.467
2004ap; 1;53085.34565;17.510
2004ap; 2;53085.34245;17.343
2004ap; 2;53136.13969;19.223
2004ap; 2;53147.18795;19.311
2004ap; 3;53085.33634;16.667
2004ap; 3;53136.13719;18.425
2004ap; 3;53147.18185;18.608
2004ap; 4;53085.33881;16.457
2004ap; 4;53112.29209;17.197
2004ap; 4;53136.13400;18.182
2004ap; 4;53136.13539;18.053
2004ap; 4;53147.18433;18.338
2004ap; 5;53085.34059;16.636
2004ap; 5;53147.18610;18.215
2004as; 1;53088.25304;17.290
2004as; 1;53091.43597;17.602
2004as; 1;53094.29363;17.859
2004as; 2;53080.33192;17.144
2004as; 2;53082.29475;17.055
2004as; 2;53085.35800;17.003
2004as; 2;53114.30068;19.106
2004as; 2;53134.24817;20.026
2004as; 2;53135.17670;20.038
2004as; 2;53140.19093;20.200
2004as; 2;53145.26174;20.569
2004as; 2;53176.21524;21.192
2004as; 3;53080.32583;17.170
2004as; 3;53082.28865;17.068
2004as; 3;53085.35190;16.931
2004as; 3;53088.24374;16.962
2004as; 3;53091.42661;16.979
2004as; 3;53094.28433;17.105
2004as; 3;53112.26576;18.205
2004as; 3;53114.29455;18.313
2004as; 3;53134.25137;19.261
2004as; 3;53135.17222;19.270
2004as; 3;53135.17991;19.292
2004as; 3;53140.19412;19.349
2004as; 3;53145.25564;19.536
2004as; 3;53176.20917;19.991
2004as; 4;53080.32831;16.997
2004as; 4;53082.29112;16.932
2004as; 4;53085.35438;16.807
2004as; 4;53088.24620;16.786
2004as; 4;53091.42909;16.932
2004as; 4;53094.28681;17.069
2004as; 4;53112.25200;17.621
2004as; 4;53114.29704;17.715
2004as; 4;53134.25385;18.762
2004as; 4;53135.17471;18.741
2004as; 4;53135.18240;18.805
2004as; 4;53137.25912;18.889
2004as; 4;53140.19660;18.984
2004as; 4;53145.25811;19.161
2004as; 4;53176.21162;20.180
2004as; 5;53080.33008;17.216
2004as; 5;53082.29289;17.153
2004as; 5;53085.35615;17.201
2004as; 5;53088.24797;17.290
2004as; 5;53091.43088;17.358
2004as; 5;53094.28858;17.589
2004as; 5;53112.26333;17.587
2004as; 5;53114.29882;17.685
2004as; 5;53145.25990;19.142
2004as; 5;53176.21339;20.579
2004bg; 2;53116.35539;15.997
2004bg; 2;53119.36235;16.150
2004bg; 2;53133.30845;17.546
2004bg; 2;53134.23885;17.610
2004bg; 2;53135.15340;17.732
2004bg; 2;53137.24487;17.932
2004bg; 2;53140.18294;18.095
2004bg; 2;53145.24187;18.648
2004bg; 2;53176.20139;19.247
2004bg; 2;53178.20505;19.414
2004bg; 3;53116.34929;15.779
2004bg; 3;53119.35625;15.935
2004bg; 3;53124.33878;16.236
2004bg; 3;53133.31167;16.703
2004bg; 3;53133.31959;16.688
2004bg; 3;53133.32927;16.702
2004bg; 3;53134.23414;16.745
2004bg; 3;53134.24206;16.838
2004bg; 3;53135.15663;16.810
2004bg; 3;53135.16418;16.788
2004bg; 3;53137.24809;16.928
2004bg; 3;53140.18613;17.145
2004bg; 3;53145.26968;17.368
2004bg; 3;53176.19529;18.336
2004bg; 4;53112.24461;15.603
2004bg; 4;53116.35177;15.897
2004bg; 4;53119.35873;16.075
2004bg; 4;53122.31495;16.303
2004bg; 4;53124.34126;16.378
2004bg; 4;53133.31416;16.480
2004bg; 4;53133.32208;16.473
2004bg; 4;53133.33175;16.451
2004bg; 4;53134.23662;16.560
2004bg; 4;53134.24454;16.558
2004bg; 4;53135.16667;16.528
2004bg; 4;53137.25058;16.557
2004bg; 4;53140.18862;16.749
2004bg; 4;53145.27214;16.969
2004bg; 4;53178.20141;18.315
2004bg; 5;53112.23519;16.087
2004bg; 5;53116.35354;16.320
2004bg; 5;53119.36051;16.601
2004bg; 5;53124.34303;16.708
2004bg; 5;53145.27392;16.822
2004bg; 5;53176.19953;18.334
2004bg; 5;53178.20318;18.306
2004ef; 1;53265.14996;18.879
2004ef; 2;53263.19420;17.134
2004ef; 2;53265.14682;17.108
2004ef; 2;53288.30817;19.499
2004ef; 2;53288.32141;19.498
2004ef; 2;53296.13655;20.152
2004ef; 2;53312.23159;20.599
2004ef; 2;53328.13514;20.918
2004ef; 2;53353.10667;20.780
2004ef; 3;53263.18522;17.014
2004ef; 3;53265.14115;16.946
2004ef; 3;53288.30212;18.319
2004ef; 3;53288.31523;18.310
2004ef; 3;53296.12734;18.917
2004ef; 3;53312.24192;19.512
2004ef; 3;53320.10402;19.610
2004ef; 3;53328.12630;19.701
2004ef; 3;53353.09749;20.253
2004ef;13;53263.19088;16.959
2004ef;13;53265.15429;16.888
2004ef;13;53288.29884;17.916
2004ef;13;53296.13311;18.420
2004ef;13;53312.22403;19.054
2004ef;13;53320.10975;19.372
2004ef;13;53353.10328;20.000
2004ef;14;53263.19254;17.460
2004ef;14;53265.15619;17.423
2004ef;14;53288.30046;18.004
2004ef;14;53288.31356;17.975
2004ef;14;53296.13479;18.640
2004ef;14;53312.22536;19.325
2004ef;14;53312.24064;19.371
2004fu; 1;53322.12405;15.978
2004fu; 1;53352.10446;18.971
2004fu; 1;53353.07542;19.217
2004fu; 2;53322.12093;15.885
2004fu; 2;53334.19628;16.249
2004fu; 2;53335.08487;16.367
2004fu; 2;53336.07557;16.677
2004fu; 2;53339.07102;16.785
2004fu; 2;53352.10250;18.266
2004fu; 2;53353.07238;18.238
2004fu; 2;53500.40643;21.163
2004fu; 3;53321.09958;15.701
2004fu; 3;53322.11502;15.574
2004fu; 3;53334.19046;15.680
2004fu; 3;53335.08119;15.651
2004fu; 3;53336.07183;15.815
2004fu; 3;53339.06726;16.019
2004fu; 3;53353.06655;16.859
2004fu; 3;53500.40064;20.609
2004fu; 3;53560.34649;21.968
2005M ; 1;53403.45378;17.274
2005M ; 1;53410.31252;17.408
2005M ; 1;53437.27099;18.901
2005M ; 1;53438.32253;19.043
2005M ; 1;53497.13409;20.458
2005M ; 1;53497.13806;20.419
2005M ; 2;53429.16901;18.182
2005M ; 2;53459.26181;19.844
2005M ; 2;53469.17354;19.974
2005M ; 2;53497.14215;20.488
2005M ; 3;53403.44493;16.057
2005M ; 3;53438.31285;17.421
2005M ; 3;53459.25528;18.558
2005M ; 3;53469.18251;19.245
2005M ; 3;53495.13190;19.503
2005M ; 3;53497.13156;19.600
2005M ;13;53410.30539;16.119
2005M ;13;53438.31541;17.118
2005M ;13;53469.16964;18.951
2005M ;13;53495.12795;19.563
2005M ;13;53497.12762;19.697
2005M ;14;53410.30731;16.722
2005M ;14;53438.31733;17.255
2005M ;14;53469.17156;18.931
2005M ;14;53469.18702;18.925
2005M ;14;53495.12987;19.314
2005am; 1;53437.25494;13.652
2005am; 1;53438.27662;13.707
2005am; 1;53469.15618;17.141
2005am; 1;53473.13022;17.091
2005am; 1;53474.12860;17.187
2005am; 1;53476.14287;17.216
2005am; 1;53481.13382;17.435
2005am; 1;53482.13681;17.454
2005am; 1;53486.13905;17.530
2005am; 1;53494.13888;17.620
2005am; 2;53437.25416;13.857
2005am; 2;53438.27318;13.891
2005am; 2;53438.27897;13.871
2005am; 2;53438.28521;13.859
2005am; 2;53439.24318;13.908
2005am; 2;53440.25669;13.986
2005am; 2;53441.30376;14.063
2005am; 2;53443.21584;14.235
2005am; 2;53450.11149;15.244
2005am; 2;53453.11856;15.742
2005am; 2;53459.23724;16.275
2005am; 2;53469.15379;16.921
2005am; 2;53473.13340;16.995
2005am; 2;53473.14418;17.094
2005am; 2;53474.13177;16.989
2005am; 2;53474.14256;17.001
2005am; 2;53474.15339;17.013
2005am; 2;53476.14603;17.086
2005am; 2;53477.14847;17.023
2005am; 2;53481.13699;17.150
2005am; 2;53482.13997;17.235
2005am; 2;53482.16389;17.194
2005am; 2;53486.14219;17.248
2005am; 2;53494.14505;17.352
2005am; 3;53437.25213;13.788
2005am; 3;53438.26965;13.784
2005am; 3;53438.28022;13.757
2005am; 3;53439.24186;13.772
2005am; 3;53440.25452;13.798
2005am; 3;53441.30153;13.829
2005am; 3;53443.21378;13.922
2005am; 3;53445.11771;14.053
2005am; 3;53450.11594;14.414
2005am; 3;53453.11545;14.672
2005am; 3;53459.23391;15.139
2005am; 3;53469.14690;15.848
2005am; 3;53469.14905;15.845
2005am; 3;53473.12849;15.936
2005am; 3;53473.13929;15.936
2005am; 3;53473.15009;15.963
2005am; 3;53474.12690;15.976
2005am; 3;53474.13770;15.987
2005am; 3;53474.14855;15.974
2005am; 3;53476.14117;16.020
2005am; 3;53477.14360;16.059
2005am; 3;53481.13212;16.220
2005am; 3;53482.13510;16.243
2005am; 3;53482.15902;16.258
2005am; 3;53486.13432;16.384
2005am; 3;53494.13716;16.545
2005am;13;53437.25281;13.782
2005am;13;53438.27056;13.754
2005am;13;53438.28200;13.766
2005am;13;53439.24263;13.758
2005am;13;53440.25567;13.800
2005am;13;53441.30274;13.858
2005am;13;53443.21493;14.009
2005am;13;53450.11888;14.453
2005am;13;53453.11674;14.454
2005am;13;53459.23520;14.824
2005am;13;53469.15081;15.543
2005am;13;53473.12556;15.731
2005am;13;53473.13640;15.728
2005am;13;53473.14707;15.764
2005am;13;53474.12387;15.765
2005am;13;53474.13470;15.768
2005am;13;53474.14553;15.769
2005am;13;53476.13814;15.849
2005am;13;53481.12912;16.030
2005am;13;53482.13207;16.089
2005am;13;53482.15601;16.085
2005am;13;53494.13229;16.505
2005am;13;53494.13415;16.494
2005am;14;53437.25345;14.371
2005am;14;53438.27220;14.355
2005am;14;53438.28351;14.355
2005am;14;53445.11607;14.880
2005am;14;53450.12022;14.943
2005am;14;53453.11765;14.767
2005am;14;53459.23618;14.868
2005am;14;53469.15226;15.693
2005am;14;53473.12693;15.901
2005am;14;53473.13787;15.875
2005am;14;53474.12534;15.937
2005am;14;53474.13615;15.942
2005am;14;53474.14699;15.940
2005am;14;53476.13960;16.027
2005am;14;53481.13057;16.234
2005am;14;53482.13353;16.342
2005am;14;53482.15745;16.322
2005am;14;53486.13277;16.504
2005am;14;53494.13560;16.748
2005cf; 1;53521.24600;15.890
2005cf; 1;53521.24900;15.894
2005cf; 1;53522.24680;15.302
2005cf; 1;53523.26650;14.782
2005cf; 1;53523.26950;14.826
2005cf; 1;53524.17910;14.424
2005cf; 1;53524.18210;14.423
2005cf; 1;53525.18560;14.106
2005cf; 1;53525.18860;14.125
2005cf; 1;53526.18040;13.871
2005cf; 1;53526.18340;13.862
2005cf; 1;53527.18870;13.679
2005cf; 1;53527.19180;13.681
2005cf; 1;53528.33200;13.505
2005cf; 1;53528.33570;13.520
2005cf; 1;53530.17620;13.384
2005cf; 1;53530.17920;13.387
2005cf; 1;53531.17050;13.335
2005cf; 1;53531.17350;13.344
2005cf; 1;53534.23630;13.395
2005cf; 1;53534.23940;13.380
2005cf; 1;53535.24630;13.428
2005cf; 1;53535.24930;13.463
2005cf; 1;53536.19610;13.516
2005cf; 1;53536.19920;13.514
2005cf; 1;53543.17590;14.181
2005cf; 1;53543.17900;14.161
2005cf; 1;53543.18990;14.203
2005cf; 1;53543.19290;14.193
2005cf; 1;53548.15580;14.766
2005cf; 1;53548.15880;14.767
2005cf; 1;53549.21250;14.936
2005cf; 1;53549.21550;14.937
2005cf; 1;53550.15610;15.063
2005cf; 1;53550.15920;15.090
2005cf; 1;53557.18100;15.924
2005cf; 2;53521.24350;15.624
2005cf; 2;53522.24130;15.173
2005cf; 2;53523.27270;14.817
2005cf; 2;53524.18530;14.551
2005cf; 2;53525.19180;14.310
2005cf; 2;53526.18660;14.130
2005cf; 2;53527.19490;13.982
2005cf; 2;53528.32890;13.866
2005cf; 2;53530.18240;13.715
2005cf; 2;53531.17670;13.670
2005cf; 2;53534.23390;13.625
2005cf; 2;53535.24380;13.639
2005cf; 2;53536.19370;13.684
2005cf; 2;53543.18210;14.153
2005cf; 2;53543.19610;14.151
2005cf; 2;53548.16190;14.619
2005cf; 2;53549.21880;14.748
2005cf; 2;53550.16230;14.850
2005cf; 2;53557.17860;15.580
2005cf; 3;53521.23890;15.352
2005cf; 3;53522.23590;15.011
2005cf; 3;53522.23660;15.015
2005cf; 3;53523.26480;14.721
2005cf; 3;53524.17750;14.501
2005cf; 3;53525.18390;14.289
2005cf; 3;53526.17870;14.119
2005cf; 3;53527.18700;13.973
2005cf; 3;53528.32290;13.847
2005cf; 3;53530.17440;13.708
2005cf; 3;53531.16880;13.651
2005cf; 3;53534.22910;13.577
2005cf; 3;53535.23910;13.571
2005cf; 3;53536.18890;13.578
2005cf; 3;53543.17420;13.811
2005cf; 3;53543.18820;13.818
2005cf; 3;53548.15410;14.094
2005cf; 3;53549.21080;14.164
2005cf; 3;53550.15440;14.216
2005cf; 3;53557.17380;14.602
2005cf;13;53521.24070;15.386
2005cf;13;53522.23830;15.043
2005cf;13;53524.17460;14.482
2005cf;13;53525.18090;14.271
2005cf;13;53526.17570;14.103
2005cf;13;53527.18400;13.963
2005cf;13;53528.32540;13.844
2005cf;13;53530.17140;13.722
2005cf;13;53531.16590;13.679
2005cf;13;53534.23090;13.614
2005cf;13;53535.24080;13.608
2005cf;13;53536.19070;13.620
2005cf;13;53543.17120;13.901
2005cf;13;53543.18520;13.913
2005cf;13;53548.15130;14.215
2005cf;13;53549.20780;14.261
2005cf;13;53550.15150;14.287
2005cf;14;53521.24210;15.817
2005cf;14;53522.23980;15.434
2005cf;14;53523.26320;15.036
2005cf;14;53524.17600;14.857
2005cf;14;53525.18230;14.631
2005cf;14;53526.17710;14.478
2005cf;14;53527.18540;14.342
2005cf;14;53528.12710;14.249
2005cf;14;53530.17290;14.191
2005cf;14;53531.16730;14.195
2005cf;14;53534.23240;14.262
2005cf;14;53535.24230;14.297
2005cf;14;53536.19220;14.332
2005cf;14;53543.17260;14.681
2005cf;14;53543.18670;14.682
2005cf;14;53548.15270;14.950
2005cf;14;53549.20920;14.960
2005cf;14;53550.15290;14.942
2005dv; 1;53626.11200;17.178
2005dv; 1;53627.11300;16.929
2005dv; 2;53626.11500;16.346
2005dv; 2;53627.11600;16.420
2005dv; 2;53629.11600;16.504
2005dv; 2;53745.54400;21.341
2005dv; 3;53624.11100;15.699
2005dv; 3;53626.11000;15.698
2005dv; 3;53627.11100;15.682
2005dv; 3;53628.11100;15.701
2005dv; 3;53629.11000;15.688
2005dv; 3;53630.10800;15.735
2005dv; 3;53631.10800;15.775
2005dv; 3;53632.10600;15.806
2005dv; 3;53745.53800;20.772
2005dv; 3;53765.52700;21.349
2005dv;13;53626.10700;15.414
2005dv;13;53627.10800;15.493
2005dv;13;53628.10800;15.486
2005dv;13;53629.10700;15.507
2005dv;13;53630.10500;15.561
2005dv;13;53631.10600;15.580
2005dv;13;53632.10300;15.642
2005dv;13;53745.54100;20.699
2005dv;14;53626.10800;15.948
2005dv;14;53627.10900;15.858
2005dv;14;53628.10900;15.868
2005dv;14;53629.10800;16.034
2005dv;14;53630.10700;15.941
2005dv;14;53631.10700;15.979
2005dv;14;53632.10500;16.052
2005dv;14;53745.54200;20.763
2005el; 1;53640.45031;15.152
2005el; 1;53641.46951;14.971
2005el; 1;53650.43530;15.244
2005el; 1;53656.41978;15.936
2005el; 1;53663.39521;17.208
2005el; 1;53663.39884;17.194
2005el; 1;53663.42022;17.043
2005el; 1;53663.42387;17.118
2005el; 1;53665.40887;17.414
2005el; 1;53665.41251;17.415
2005el; 1;53665.42531;17.319
2005el; 1;53665.42895;17.452
2005el; 1;53666.47774;17.447
2005el; 1;53666.48138;17.589
2005el; 1;53667.39496;17.590
2005el; 1;53667.39860;17.710
2005el; 1;53667.41167;17.659
2005el; 1;53667.41531;17.792
2005el; 1;53669.50823;17.854
2005el; 1;53677.42040;18.304
2005el; 1;53677.42404;18.314
2005el; 1;53677.43679;18.414
2005el; 1;53678.43050;18.324
2005el; 1;53678.43413;18.380
2005el; 1;53679.42615;18.377
2005el; 1;53680.43139;18.467
2005el; 1;53680.43502;18.316
2005el; 1;53680.44866;18.390
2005el; 1;53680.45230;18.460
2005el; 1;53682.42892;18.467
2005el; 1;53684.46577;18.675
2005el; 1;53684.46941;18.622
2005el; 1;53685.44103;18.664
2005el; 1;53685.44466;18.720
2005el; 1;53686.42207;18.583
2005el; 1;53686.42569;18.682
2005el; 1;53686.43899;18.704
2005el; 1;53686.44263;18.652
2005el; 1;53687.43343;18.751
2005el; 1;53687.44645;18.723
2005el; 1;53687.45008;18.825
2005el; 1;53688.41248;18.986
2005el; 1;53688.41612;19.060
2005el; 1;53688.44873;18.804
2005el; 1;53690.43770;19.088
2005el; 1;53691.43660;18.949
2005el; 1;53695.44181;18.934
2005el; 1;53695.44544;18.952
2005el; 1;53696.43459;19.047
2005el; 1;53696.43823;19.149
2005el; 1;53706.43504;18.943
2005el; 1;53707.35550;19.171
2005el; 1;53725.37175;19.314
2005el; 1;53731.32031;19.383
2005el; 1;53745.31247;19.177
2005el; 2;53640.44720;15.775
2005el; 2;53641.46641;15.599
2005el; 2;53645.51117;15.308
2005el; 2;53650.43220;15.413
2005el; 2;53656.41670;15.885
2005el; 2;53666.48514;17.209
2005el; 2;53667.40237;17.316
2005el; 2;53667.41907;17.258
2005el; 2;53669.50517;17.543
2005el; 2;53676.37744;18.081
2005el; 2;53677.42780;18.134
2005el; 2;53677.44420;18.129
2005el; 2;53678.43790;18.177
2005el; 2;53679.42311;18.247
2005el; 2;53680.45606;18.472
2005el; 2;53683.44991;18.489
2005el; 2;53684.47318;18.352
2005el; 2;53685.43170;18.504
2005el; 2;53685.44845;18.477
2005el; 2;53686.41281;18.446
2005el; 2;53686.42948;18.460
2005el; 2;53686.44640;18.495
2005el; 2;53687.43720;18.500
2005el; 2;53687.45385;18.480
2005el; 2;53688.41988;18.496
2005el; 2;53688.43932;18.352
2005el; 2;53688.45615;18.435
2005el; 2;53695.44921;18.632
2005el; 2;53696.44199;18.697
2005el; 2;53706.43199;18.906
2005el; 2;53707.35243;18.988
2005el; 2;53713.32009;18.892
2005el; 2;53714.29066;19.052
2005el; 2;53725.34957;19.180
2005el; 2;53725.36800;19.288
2005el; 2;53727.26477;19.303
2005el; 2;53729.29935;19.370
2005el; 2;53731.31655;19.451
2005el; 2;53737.36787;19.609
2005el; 3;53640.44110;15.673
2005el; 3;53640.44156;15.653
2005el; 3;53641.46037;15.534
2005el; 3;53641.46077;15.523
2005el; 3;53645.50435;15.259
2005el; 3;53645.50551;15.254
2005el; 3;53650.42596;15.283
2005el; 3;53650.42657;15.286
2005el; 3;53656.41065;15.638
2005el; 3;53656.41104;15.635
2005el; 3;53656.42741;15.677
2005el; 3;53663.39286;16.113
2005el; 3;53663.41788;16.084
2005el; 3;53665.40653;16.209
2005el; 3;53665.42296;16.195
2005el; 3;53666.47539;16.286
2005el; 3;53667.39262;16.339
2005el; 3;53667.40932;16.331
2005el; 3;53669.49954;16.499
2005el; 3;53676.37179;16.981
2005el; 3;53677.41806;17.050
2005el; 3;53677.43446;17.047
2005el; 3;53678.42816;17.113
2005el; 3;53679.41748;17.156
2005el; 3;53680.42903;17.195
2005el; 3;53680.44633;17.205
2005el; 3;53682.42022;17.284
2005el; 3;53684.46345;17.369
2005el; 3;53685.42193;17.417
2005el; 3;53685.43869;17.409
2005el; 3;53686.40306;17.413
2005el; 3;53686.41972;17.413
2005el; 3;53686.43664;17.420
2005el; 3;53687.42744;17.446
2005el; 3;53687.44411;17.480
2005el; 3;53688.41014;17.471
2005el; 3;53688.42957;17.527
2005el; 3;53688.44641;17.434
2005el; 3;53689.40681;17.542
2005el; 3;53695.43946;17.702
2005el; 3;53696.43225;17.713
2005el; 3;53706.42633;17.955
2005el; 3;53707.34676;18.049
2005el; 3;53713.20965;18.243
2005el; 3;53713.31233;18.126
2005el; 3;53714.28288;18.248
2005el; 3;53724.33617;18.431
2005el; 3;53725.34178;18.529
2005el; 3;53725.36021;18.565
2005el; 3;53727.25698;18.507
2005el; 3;53729.29155;18.641
2005el; 3;53730.27769;18.603
2005el; 3;53731.30880;18.649
2005el; 3;53737.36007;18.784
2005el; 3;53745.30095;19.076
2005el;13;53640.44394;15.626
2005el;13;53641.46315;15.508
2005el;13;53645.50788;15.306
2005el;13;53650.42894;15.317
2005el;13;53656.41343;15.821
2005el;13;53663.38956;16.090
2005el;13;53663.41458;16.099
2005el;13;53665.40314;16.106
2005el;13;53665.41966;16.103
2005el;13;53666.47209;16.121
2005el;13;53667.38932;16.139
2005el;13;53667.40600;16.143
2005el;13;53669.50190;16.242
2005el;13;53676.37417;16.763
2005el;13;53677.41476;16.834
2005el;13;53677.43115;16.827
2005el;13;53678.42485;16.894
2005el;13;53679.41985;16.958
2005el;13;53680.42571;17.002
2005el;13;53680.44299;17.022
2005el;13;53681.37692;17.071
2005el;13;53682.42258;17.122
2005el;13;53683.42005;17.177
2005el;13;53684.46014;17.216
2005el;13;53685.41863;17.230
2005el;13;53685.43532;17.250
2005el;13;53686.39976;17.272
2005el;13;53686.41640;17.285
2005el;13;53686.43332;17.275
2005el;13;53687.42416;17.309
2005el;13;53687.44080;17.333
2005el;13;53688.40681;17.362
2005el;13;53688.42627;17.363
2005el;13;53688.44309;17.371
2005el;13;53689.40919;17.393
2005el;13;53690.42841;17.511
2005el;13;53695.43616;17.620
2005el;13;53696.42895;17.620
2005el;13;53706.42873;18.011
2005el;13;53707.34916;17.961
2005el;13;53713.21273;18.195
2005el;13;53713.31541;18.230
2005el;13;53713.41615;18.182
2005el;13;53714.28597;18.271
2005el;13;53725.34487;18.697
2005el;13;53725.36329;18.642
2005el;13;53727.26007;18.724
2005el;13;53729.29464;18.775
2005el;13;53730.28077;18.853
2005el;13;53731.31187;18.856
2005el;13;53737.36315;19.088
2005el;13;53745.30404;19.219
2005el;14;53640.44553;15.843
2005el;14;53641.46474;15.738
2005el;14;53645.50948;15.779
2005el;14;53650.43053;15.946
2005el;14;53656.41502;16.574
2005el;14;53663.39116;16.590
2005el;14;53665.40474;16.483
2005el;14;53665.42126;16.454
2005el;14;53666.47369;16.415
2005el;14;53667.39091;16.430
2005el;14;53667.40762;16.419
2005el;14;53669.50349;16.374
2005el;14;53676.37579;16.798
2005el;14;53677.41635;16.895
2005el;14;53677.43274;16.879
2005el;14;53678.42645;16.971
2005el;14;53679.42145;17.049
2005el;14;53680.42733;17.084
2005el;14;53680.44460;17.078
2005el;14;53681.37852;17.005
2005el;14;53682.42418;17.229
2005el;14;53683.42164;17.311
2005el;14;53684.46174;17.308
2005el;14;53685.42022;17.399
2005el;14;53685.43696;17.407
2005el;14;53686.40135;17.432
2005el;14;53686.41802;17.433
2005el;14;53686.43492;17.463
2005el;14;53687.42574;17.474
2005el;14;53687.44240;17.488
2005el;14;53688.40841;17.522
2005el;14;53688.42787;17.485
2005el;14;53688.44469;17.526
2005el;14;53689.41080;17.593
2005el;14;53690.43001;17.653
2005el;14;53695.43774;17.734
2005el;14;53696.43054;17.857
2005el;14;53706.43031;18.274
2005el;14;53707.35076;18.251
2005el;14;53713.21505;18.464
2005el;14;53714.28827;18.641
2005el;14;53725.34719;19.139
2005el;14;53725.36560;19.114
2005el;14;53727.26238;19.137
2005el;14;53729.29697;19.286
2005el;14;53730.28307;19.285
2005el;14;53731.31418;19.292
2005el;14;53737.36546;19.393
2005el;14;53745.30633;19.762
2005eq; 1;53648.37413;16.331
2005eq; 1;53650.41586;16.232
2005eq; 1;53650.41948;16.219
2005eq; 1;53656.37312;16.408
2005eq; 1;53656.37676;16.396
2005eq; 1;53663.36580;17.121
2005eq; 1;53665.38425;17.338
2005eq; 1;53666.45335;17.409
2005eq; 1;53667.44598;17.433
2005eq; 1;53671.31894;17.977
2005eq; 1;53676.35193;18.397
2005eq; 1;53677.35830;18.500
2005eq; 1;53678.37216;18.637
2005eq; 1;53680.36964;18.705
2005eq; 1;53681.32058;19.045
2005eq; 1;53681.32422;19.035
2005eq; 1;53682.36603;19.026
2005eq; 1;53685.35513;19.487
2005eq; 1;53706.35326;19.614
2005eq; 1;53710.31506;19.592
2005eq; 1;53714.23516;19.560
2005eq; 1;53724.31119;19.758
2005eq; 2;53648.37103;16.746
2005eq; 2;53650.41278;16.624
2005eq; 2;53656.37002;16.614
2005eq; 2;53665.38802;17.071
2005eq; 2;53666.45712;17.149
2005eq; 2;53667.37411;17.216
2005eq; 2;53667.45339;17.217
2005eq; 2;53671.31583;17.608
2005eq; 2;53676.34520;18.122
2005eq; 2;53677.36571;18.210
2005eq; 2;53678.37594;18.268
2005eq; 2;53679.35620;18.396
2005eq; 2;53680.37704;18.441
2005eq; 2;53681.32799;18.593
2005eq; 2;53682.35929;18.602
2005eq; 2;53683.36926;18.727
2005eq; 2;53695.33037;19.343
2005eq; 2;53696.34661;19.515
2005eq; 2;53706.35016;19.614
2005eq; 2;53710.30832;19.798
2005eq; 2;53729.22442;20.079
