SN;Filt;MJD;mag
2008bw        ;r';54622.43233;19.4450
2008bw        ;r';54624.39915;19.4930
2008bw        ;r';54625.44372;19.4380
2008bw        ;r';54626.45090;19.5100
2008bw        ;r';54629.37902;19.6550
2008bw        ;r';54631.34928;19.7470
2008bw        ;r';54634.37506;19.7415
2008bw        ;r';54635.42915;19.9375
2008bw        ;r';54636.35286;19.7110
2008bw        ;r';54639.30092;19.8100
2008bw        ;r';54643.37396;19.9980
2008bw        ;r';54645.36757;20.0520
2008bw        ;r';54649.30564;20.0755
2008bw        ;i';54579.31797;18.2030
2008bw        ;i';54590.46487;18.0170
2008bw        ;i';54593.42983;18.1710
2008bw        ;i';54594.44615;18.3850
2008bw        ;i';54603.40218;19.0770
2008bw        ;i';54606.45514;19.4850
2008bw        ;i';54608.43018;19.5460
2008bw        ;i';54614.44852;19.4370
2008bw        ;i';54615.44031;19.9620
2008bw        ;i';54616.44796;19.5740
2008bw        ;i';54618.42295;19.8245
2008bw        ;i';54622.42931;19.9190
2008bw        ;i';54624.39613;19.8820
2008bw        ;i';54625.44171;19.9545
2008bw        ;i';54626.44789;19.8610
2008bw        ;i';54629.37601;20.3980
2008bw        ;i';54631.34626;20.4085
2008bw        ;i';54634.37206;20.4770
2008bw        ;i';54635.42262;19.9790
2008bw        ;i';54636.34985;19.9085
2008bw        ;i';54643.39481;20.4730
2008bw        ;i';54645.36456;20.7890
2008bw        ;i';54649.30262;21.1270
2008by        ;B ;54582.13167;17.4170
2008by        ;B ;54583.21638;17.4785
2008by        ;B ;54584.24383;17.4790
2008by        ;B ;54586.39707;17.7420
2008by        ;B ;54603.26132;19.3815
2008by        ;B ;54621.18883;20.0890
2008by        ;B ;54624.19110;20.0990
2008by        ;B ;54631.17248;20.3315
2008by        ;V ;54582.12865;17.3280
2008by        ;V ;54583.21336;17.3790
2008by        ;V ;54584.24081;17.4515
2008by        ;V ;54586.39405;17.5640
2008by        ;V ;54603.25212;18.5695
2008by        ;V ;54621.18583;19.3200
2008by        ;V ;54624.18809;19.4830
2008by        ;V ;54631.16947;20.1115
2008by        ;V ;54636.21338;19.7725
2008by        ;r';54582.12632;17.4100
2008by        ;r';54583.21104;17.4870
2008by        ;r';54584.23849;17.5225
2008by        ;r';54586.39173;17.6520
2008by        ;r';54603.24980;18.2375
2008by        ;r';54621.18353;19.1405
2008by        ;r';54624.18577;19.0890
2008by        ;r';54631.16716;19.4020
2008by        ;r';54636.21108;19.4180
2008by        ;i';54582.12400;18.1245
2008by        ;i';54583.20875;18.2465
2008by        ;i';54584.23618;18.4690
2008by        ;i';54586.38942;18.6160
2008by        ;i';54603.24749;18.4995
2008by        ;i';54621.18121;19.2345
2008by        ;i';54624.18345;19.3265
2008by        ;i';54631.16486;19.7690
2008by        ;i';54636.20876;19.8310
2008bz        ;U ;54581.15147;17.9480
2008bz        ;U ;54582.19897;18.1560
2008bz        ;U ;54587.25646;18.6495
2008bz        ;U ;54589.15619;18.9950
2008bz        ;U ;54597.36265;19.9395
2008bz        ;B ;54581.14590;18.0700
2008bz        ;B ;54582.19159;18.1230
2008bz        ;B ;54587.25089;18.4130
2008bz        ;B ;54589.15098;18.6150
2008bz        ;B ;54597.35708;19.5610
2008bz        ;B ;54617.23719;20.9270
2008bz        ;B ;54618.25693;20.6080
2008bz        ;B ;54621.25487;20.9850
2008bz        ;V ;54581.14289;18.0500
2008bz        ;V ;54582.18855;18.1110
2008bz        ;V ;54587.24787;18.2800
2008bz        ;V ;54589.14796;18.3800
2008bz        ;V ;54597.35409;18.9925
2008bz        ;V ;54603.30336;19.4780
2008bz        ;V ;54617.23418;20.5470
2008bz        ;V ;54618.25394;20.3840
2008bz        ;V ;54621.25184;20.2950
2008bz        ;V ;54631.18160;20.0595
2008bz        ;V ;54643.21286;20.8320
2008bz        ;r';54581.14057;18.0115
2008bz        ;r';54582.18625;18.0210
2008bz        ;r';54587.24554;18.3040
2008bz        ;r';54589.14565;18.4130
2008bz        ;r';54597.35176;18.7310
2008bz        ;r';54617.23186;19.7630
2008bz        ;r';54618.25161;19.6780
2008bz        ;r';54621.24955;19.8910
2008bz        ;r';54624.23818;19.9610
2008bz        ;r';54631.17929;19.8350
2008bz        ;r';54643.21053;19.9430
2008bz        ;r';54672.14934;20.8750
2008bz        ;i';54581.13825;18.7160
2008bz        ;i';54582.18394;18.6630
2008bz        ;i';54587.24325;19.0340
2008bz        ;i';54589.14333;19.1890
2008bz        ;i';54597.34944;19.8540
2008bz        ;i';54603.29874;19.3480
2008bz        ;i';54617.22954;19.7880
2008bz        ;i';54618.24929;20.1150
2008bz        ;i';54621.24722;20.3530
2008bz        ;i';54624.23719;20.2005
2008bz        ;i';54631.17699;19.7320
2008bz        ;i';54636.19339;20.1660
2008cd        ;B ;54587.23098;19.8930
2008cd        ;B ;54592.17125;20.4520
2008cd        ;B ;54593.31447;20.5690
2008cd        ;B ;54594.33075;20.5530
2008cd        ;V ;54587.22796;17.5705
2008cd        ;V ;54592.16824;17.9935
2008cd        ;V ;54593.31146;18.1845
2008cd        ;V ;54594.32774;18.4480
2008cd        ;V ;54599.19937;18.8965
2008cd        ;V ;54605.20520;18.8630
2008cd        ;V ;54617.17293;19.7590
2008cd        ;V ;54618.20193;19.6490
2008cd        ;V ;54620.22450;19.7210
2008cd        ;V ;54622.21839;19.6240
2008cd        ;r';54587.22565;16.8370
2008cd        ;r';54592.16591;17.2480
2008cd        ;r';54593.30913;17.2490
2008cd        ;r';54594.32541;17.3160
2008cd        ;r';54599.19708;17.3570
2008cd        ;r';54605.20288;18.0890
2008cd        ;r';54617.17061;18.9845
2008cd        ;r';54618.19962;18.9540
2008cd        ;r';54620.22219;18.8310
2008cd        ;r';54622.21609;19.1055
2008cd        ;i';54587.22333;16.6155
2008cd        ;i';54592.16359;17.0030
2008cd        ;i';54593.30683;16.8680
2008cd        ;i';54594.32309;16.9470
2008cd        ;i';54599.19476;16.7990
2008cd        ;i';54605.20057;16.8660
2008cd        ;i';54617.16830;17.6530
2008cd        ;i';54618.19731;17.4985
2008cd        ;i';54620.21988;17.7880
2008cd        ;i';54622.21378;17.8230
2008cf        ;U ;54594.31612;16.7255
2008cf        ;U ;54596.25791;16.8500
2008cf        ;U ;54597.26436;16.8925
2008cf        ;B ;54594.31056;17.2180
2008cf        ;B ;54596.25235;17.2145
2008cf        ;B ;54597.25880;17.2445
2008cf        ;B ;54599.25346;17.3305
2008cf        ;B ;54615.21976;18.6570
2008cf        ;B ;54617.21755;18.8770
2008cf        ;B ;54618.21981;18.9260
2008cf        ;V ;54594.30755;17.2070
2008cf        ;V ;54596.24934;17.2160
2008cf        ;V ;54597.25579;17.2640
2008cf        ;V ;54599.25044;17.3100
2008cf        ;V ;54601.24840;17.3660
2008cf        ;V ;54615.21674;18.0640
2008cf        ;V ;54617.21453;18.1890
2008cf        ;V ;54618.21679;18.2440
2008cf        ;r';54594.30524;17.3030
2008cf        ;r';54596.24700;17.2985
2008cf        ;r';54597.25346;17.2995
2008cf        ;r';54599.24814;17.3255
2008cf        ;r';54601.24608;17.3290
2008cf        ;r';54615.21442;18.0435
2008cf        ;r';54617.21221;18.0090
2008cf        ;r';54618.21448;18.0775
2008cf        ;i';54594.30292;17.8040
2008cf        ;i';54596.24470;17.8480
2008cf        ;i';54597.25115;17.9710
2008cf        ;i';54599.24581;17.9410
2008cf        ;i';54601.24377;17.8595
2008cf        ;i';54615.21211;18.4850
2008cf        ;i';54617.20990;18.5945
2008cf        ;i';54618.21216;18.5480
2008cm        ;B ;54608.38127;16.2150
2008cm        ;B ;54613.14644;16.0820
2008cm        ;B ;54615.29702;16.1415
2008cm        ;B ;54617.27583;16.2670
2008cm        ;B ;54618.27929;16.3260
2008cm        ;B ;54619.16738;16.4065
2008cm        ;B ;54620.25788;16.5080
2008cm        ;B ;54622.28110;16.7165
2008cm        ;B ;54624.27249;16.9730
2008cm        ;B ;54625.18493;17.1160
2008cm        ;B ;54629.22168;17.6560
2008cm        ;B ;54634.21907;18.4630
2008cm        ;B ;54636.23009;18.3810
2008cm        ;B ;54639.20763;18.6570
2008cm        ;B ;54648.16838;19.0820
2008cm        ;B ;54672.16472;20.0330
2008cm        ;B ;54676.17065;19.6975
2008cm        ;V ;54608.37757;16.3370
2008cm        ;V ;54613.14273;16.0985
2008cm        ;V ;54615.29331;16.1275
2008cm        ;V ;54617.27214;16.1910
2008cm        ;V ;54618.27627;16.2165
2008cm        ;V ;54619.16367;16.2710
2008cm        ;V ;54620.25416;16.3375
2008cm        ;V ;54622.27808;16.4660
2008cm        ;V ;54624.26948;16.6325
2008cm        ;V ;54625.18192;16.7030
2008cm        ;V ;54629.21867;16.9905
2008cm        ;V ;54631.21523;17.1630
2008cm        ;V ;54636.22708;17.4400
2008cm        ;V ;54639.20460;17.7745
2008cm        ;V ;54643.24308;17.9980
2008cm        ;V ;54648.16536;18.3120
2008cm        ;V ;54672.16101;19.0195
2008cm        ;V ;54676.16694;19.1800
2008cm        ;r';54608.37455;16.2790
2008cm        ;r';54613.13971;16.1435
2008cm        ;r';54615.29030;16.1680
2008cm        ;r';54617.26913;16.2320
2008cm        ;r';54618.27214;16.2880
2008cm        ;r';54619.16065;16.3580
2008cm        ;r';54620.25113;16.4495
2008cm        ;r';54621.27951;16.5500
2008cm        ;r';54622.27576;16.6370
2008cm        ;r';54624.26715;16.7710
2008cm        ;r';54625.17960;16.8040
2008cm        ;r';54629.21635;16.9890
2008cm        ;r';54631.21291;16.9095
2008cm        ;r';54634.21377;17.1450
2008cm        ;r';54636.22477;17.1620
2008cm        ;r';54639.20228;17.4405
2008cm        ;r';54643.24076;17.6610
2008cm        ;r';54648.16304;17.9895
2008cm        ;r';54672.15729;18.9770
2008cm        ;r';54676.16323;18.9830
2008cm        ;i';54608.37154;16.7130
2008cm        ;i';54613.13670;16.7250
2008cm        ;i';54615.28728;16.8170
2008cm        ;i';54617.26611;16.9160
2008cm        ;i';54618.26912;16.9740
2008cm        ;i';54619.15764;17.1320
2008cm        ;i';54620.24810;17.2260
2008cm        ;i';54621.27605;17.3190
2008cm        ;i';54622.28880;17.4585
2008cm        ;i';54624.26484;17.5150
2008cm        ;i';54625.17729;17.4940
2008cm        ;i';54629.21404;17.3180
2008cm        ;i';54631.21059;17.3235
2008cm        ;i';54634.21145;17.2505
2008cm        ;i';54636.22244;17.2415
2008cm        ;i';54639.19995;17.4535
2008cm        ;i';54643.23846;17.7760
2008cm        ;i';54648.16072;18.0700
2008cm        ;i';54672.16901;19.4460
2008dr        ;B ;54672.30466;19.8900
2008dr        ;B ;54676.31049;20.5200
2008dr        ;B ;54677.32419;20.2480
2008dr        ;V ;54663.41986;18.0870
2008dr        ;V ;54671.35870;18.7390
2008dr        ;V ;54672.30094;18.6470
2008dr        ;V ;54676.30676;19.3510
2008dr        ;V ;54677.32048;19.3410
2008dr        ;r';54663.41754;18.2080
2008dr        ;r';54671.35370;18.2420
2008dr        ;r';54672.29722;18.5460
2008dr        ;r';54676.30304;18.8300
2008dr        ;r';54677.31416;18.9860
2008dr        ;i';54663.41523;18.7390
2008dr        ;i';54671.35490;18.5030
2008dr        ;i';54672.29352;18.6170
2008dr        ;i';54676.29934;18.7660
2008dr        ;i';54677.31046;18.8200
2008ds        ;B ;54663.45374;16.0170
2008ds        ;B ;54665.47120;16.3260
2008ds        ;B ;54672.36336;16.9070
2008ds        ;B ;54676.39662;17.3190
2008ds        ;B ;54677.37172;17.4000
2008ds        ;V ;54663.45072;15.7990
2008ds        ;V ;54665.46313;15.9060
2008ds        ;V ;54671.43952;16.2680
2008ds        ;V ;54672.35779;16.3235
2008ds        ;V ;54676.39291;16.4870
2008ds        ;V ;54677.36801;16.5340
2008ds        ;r';54663.44843;15.9480
2008ds        ;r';54665.46216;16.1240
2008ds        ;r';54671.42818;16.3135
2008ds        ;r';54672.35407;16.3120
2008ds        ;r';54676.38918;16.3630
2008ds        ;r';54677.36431;16.3740
2008ds        ;i';54663.44610;16.7730
2008ds        ;i';54665.45879;16.8840
2008ds        ;i';54671.43014;16.9420
2008ds        ;i';54672.35036;16.9730
2008ds        ;i';54676.38549;16.8780
2008ds        ;i';54677.36059;16.8430
2008dt        ;B ;54655.25032;18.8150
2008dt        ;B ;54671.29787;20.1300
2008dt        ;B ;54672.22037;20.2330
2008dt        ;B ;54676.24155;20.4430
2008dt        ;B ;54677.24208;20.6210
2008dt        ;V ;54655.24732;17.9460
2008dt        ;V ;54671.29405;19.0500
2008dt        ;V ;54672.21667;19.2800
2008dt        ;V ;54676.23782;19.4540
2008dt        ;V ;54677.25624;19.4990
2008dt        ;r';54655.24501;17.7335
2008dt        ;r';54671.29254;18.6350
2008dt        ;r';54672.21295;18.2790
2008dt        ;r';54676.23412;18.5925
2008dt        ;r';54677.25251;18.7840
2008dt        ;i';54655.24270;18.3985
2008dt        ;i';54671.28941;18.4930
2008dt        ;i';54672.20925;18.5380
2008dt        ;i';54676.23041;18.6840
2008dt        ;i';54677.23094;18.6835
2008fr        ;U ;54734.35987;16.8410
2008fr        ;U ;54736.26181;16.9510
2008fr        ;U ;54739.46693;17.2355
2008fr        ;U ;54740.30647;17.2185
2008fr        ;U ;54741.40713;17.3600
2008fr        ;U ;54742.40801;17.4900
2008fr        ;U ;54745.30066;18.0150
2008fr        ;U ;54752.26981;19.1240
2008fr        ;U ;54757.11814;18.7350
2008fr        ;U ;54759.38729;19.2960
2008fr        ;U ;54760.24454;19.1860
2008fr        ;U ;54763.34957;19.3185
2008fr        ;U ;54767.31614;19.6260
2008fr        ;U ;54768.22228;19.4930
2008fr        ;U ;54771.33258;19.7370
2008fr        ;U ;54772.39184;19.2670
2008fr        ;U ;54775.32340;19.4005
2008fr        ;B ;54734.35355;16.9675
2008fr        ;B ;54736.25439;17.0470
2008fr        ;B ;54739.45911;17.2440
2008fr        ;B ;54740.29966;17.2760
2008fr        ;B ;54741.39951;17.3400
2008fr        ;B ;54742.39973;17.4320
2008fr        ;B ;54745.29437;17.7130
2008fr        ;B ;54757.11034;18.9790
2008fr        ;B ;54759.38112;19.1600
2008fr        ;B ;54760.23772;19.2140
2008fr        ;B ;54763.34204;19.4220
2008fr        ;B ;54766.28803;19.7380
2008fr        ;B ;54767.31103;19.7760
2008fr        ;B ;54768.21979;19.7120
2008fr        ;B ;54771.33523;19.8935
2008fr        ;B ;54772.38809;19.7950
2008fr        ;B ;54775.33076;20.1410
2008fr        ;B ;54778.28755;19.8965
2008fr        ;B ;54800.24287;20.6735
2008fr        ;V ;54734.34869;16.9650
2008fr        ;V ;54736.24951;17.0120
2008fr        ;V ;54739.45192;17.0880
2008fr        ;V ;54740.29419;17.1270
2008fr        ;V ;54741.39466;17.1880
2008fr        ;V ;54742.39215;17.2145
2008fr        ;V ;54745.28929;17.4195
2008fr        ;V ;54752.25632;17.7470
2008fr        ;V ;54757.10549;18.0420
2008fr        ;V ;54759.37617;18.2165
2008fr        ;V ;54760.23287;18.2625
2008fr        ;V ;54763.33727;18.3900
2008fr        ;V ;54766.28143;18.5595
2008fr        ;V ;54767.30802;18.6060
2008fr        ;V ;54768.21678;18.7035
2008fr        ;V ;54771.33113;18.8385
2008fr        ;V ;54772.38507;18.9165
2008fr        ;V ;54775.32783;19.0965
2008fr        ;V ;54778.28453;19.1460
2008fr        ;V ;54800.23678;19.6215
2008fr        ;V ;54806.15639;19.7470
2008fr        ;r';54734.34567;16.9885
2008fr        ;r';54739.44975;17.1390
2008fr        ;r';54740.29293;17.1650
2008fr        ;r';54742.40158;17.3030
2008fr        ;r';54745.28629;17.5060
2008fr        ;r';54752.25837;17.8210
2008fr        ;r';54757.10248;17.8440
2008fr        ;r';54759.37315;17.9075
2008fr        ;r';54760.22985;17.9620
2008fr        ;r';54763.33425;18.0725
2008fr        ;r';54766.27456;18.1560
2008fr        ;r';54767.30500;18.2410
2008fr        ;r';54768.21376;18.3130
2008fr        ;r';54771.32538;18.5020
2008fr        ;r';54772.38205;18.5985
2008fr        ;r';54775.32396;18.6175
2008fr        ;r';54778.28150;18.7990
2008fr        ;r';54800.23306;19.7520
2008fr        ;r';54806.14470;19.6810
2008fr        ;i';54734.34267;17.6405
2008fr        ;i';54736.24350;17.7460
2008fr        ;i';54739.44674;17.8620
2008fr        ;i';54740.28929;17.8370
2008fr        ;i';54741.38866;17.9010
2008fr        ;i';54742.37951;18.0660
2008fr        ;i';54745.28328;18.3130
2008fr        ;i';54752.26058;18.4120
2008fr        ;i';54757.09947;18.2550
2008fr        ;i';54759.36768;18.2255
2008fr        ;i';54760.22684;18.1795
2008fr        ;i';54763.33126;18.2550
2008fr        ;i';54766.27600;18.2500
2008fr        ;i';54767.30199;18.2500
2008fr        ;i';54768.21016;18.4430
2008fr        ;i';54771.32065;18.6670
2008fr        ;i';54772.37904;18.5960
2008fr        ;i';54775.32168;18.8460
2008fr        ;i';54778.27849;19.1565
2008fr        ;i';54800.22933;19.5430
2008fr        ;i';54806.13354;19.9550
2008gb        ;U ;54747.36777;17.5790
2008gb        ;U ;54748.49858;17.8290
2008gb        ;U ;54763.42980;20.1400
2008gb        ;U ;54771.39904;19.9520
2008gb        ;U ;54775.42674;19.5370
2008gb        ;B ;54747.36402;17.8125
2008gb        ;B ;54748.49484;17.7720
2008gb        ;B ;54749.50774;17.8080
2008gb        ;B ;54752.41961;17.8765
2008gb        ;B ;54759.43092;18.5010
2008gb        ;B ;54760.22146;18.6550
2008gb        ;B ;54763.43007;18.9995
2008gb        ;B ;54771.38584;19.9015
2008gb        ;B ;54772.40443;19.9455
2008gb        ;B ;54775.43796;19.9895
2008gb        ;B ;54778.28687;20.1455
2008gb        ;B ;54781.28605;20.1840
2008gb        ;B ;54857.17732;20.9100
2008gb        ;B ;54861.21538;20.4890
2008gb        ;V ;54747.29474;17.5680
2008gb        ;V ;54748.49182;17.5550
2008gb        ;V ;54749.50473;17.6290
2008gb        ;V ;54752.42299;17.6740
2008gb        ;V ;54759.42844;18.0490
2008gb        ;V ;54760.21843;18.0735
2008gb        ;V ;54763.42706;18.2680
2008gb        ;V ;54771.38282;18.7920
2008gb        ;V ;54772.40141;18.8380
2008gb        ;V ;54775.43358;19.0110
2008gb        ;V ;54778.28385;19.2450
2008gb        ;V ;54781.27041;19.1600
2008gb        ;V ;54831.22456;20.9010
2008gb        ;V ;54861.21167;20.8830
2008gb        ;V ;54882.14631;21.1280
2008gb        ;r';54747.29656;17.4870
2008gb        ;r';54748.48951;17.4745
2008gb        ;r';54749.50240;17.5140
2008gb        ;r';54752.41810;17.5710
2008gb        ;r';54759.42701;17.9910
2008gb        ;r';54760.21612;18.0440
2008gb        ;r';54763.41606;18.1435
2008gb        ;r';54771.38050;18.3250
2008gb        ;r';54772.39910;18.4115
2008gb        ;r';54775.43262;18.4600
2008gb        ;r';54778.28153;18.6485
2008gb        ;r';54781.26232;18.7450
2008gb        ;r';54831.22153;20.9670
2008gb        ;r';54857.17058;21.2260
2008gb        ;i';54747.30459;17.9320
2008gb        ;i';54748.48720;17.9520
2008gb        ;i';54749.50009;17.8935
2008gb        ;i';54752.42070;18.0940
2008gb        ;i';54759.42443;18.6980
2008gb        ;i';54760.21381;18.7100
2008gb        ;i';54763.41375;18.6940
2008gb        ;i';54771.37819;18.5455
2008gb        ;i';54772.39678;18.5320
2008gb        ;i';54775.43031;18.5580
2008gb        ;i';54778.27923;18.6115
2008gb        ;i';54781.26512;18.8110
2008gb        ;i';54831.21851;20.6875
2008gb        ;i';54857.16757;20.9510
2008gb        ;i';54882.14029;20.9540
2008gl        ;B ;54762.20783;17.2745
2008gl        ;B ;54763.36802;17.1090
2008gl        ;B ;54766.32552;16.9110
2008gl        ;B ;54767.28051;16.8935
2008gl        ;B ;54768.25559;16.9085
2008gl        ;B ;54775.38879;17.2905
2008gl        ;B ;54786.26007;18.4970
2008gl        ;B ;54790.26790;19.1525
2008gl        ;B ;54794.22673;19.4290
2008gl        ;B ;54800.27245;19.9380
2008gl        ;B ;54802.21603;19.9980
2008gl        ;B ;54825.14912;20.3850
2008gl        ;B ;54831.10256;20.2630
2008gl        ;V ;54762.20228;17.2845
2008gl        ;V ;54763.36248;17.1235
2008gl        ;V ;54766.32061;16.9215
2008gl        ;V ;54767.27495;16.9035
2008gl        ;V ;54768.25005;16.8925
2008gl        ;V ;54775.38324;17.0180
2008gl        ;V ;54786.26953;17.8070
2008gl        ;V ;54790.26235;18.0470
2008gl        ;V ;54794.22117;18.3810
2008gl        ;V ;54800.27674;18.8935
2008gl        ;V ;54802.21047;18.9025
2008gl        ;V ;54825.14156;19.6005
2008gl        ;V ;54831.09955;19.5790
2008gl        ;r';54762.19927;17.2265
2008gl        ;r';54763.35946;17.1160
2008gl        ;r';54766.31639;16.9270
2008gl        ;r';54767.27194;16.8925
2008gl        ;r';54768.24702;16.8820
2008gl        ;r';54775.38023;17.0860
2008gl        ;r';54786.26807;17.5810
2008gl        ;r';54790.25863;17.6750
2008gl        ;r';54794.21745;17.9165
2008gl        ;r';54800.27552;18.4775
2008gl        ;r';54802.20677;18.5005
2008gl        ;r';54825.13418;19.2905
2008gl        ;r';54831.09653;19.4230
2008gl        ;i';54762.19626;17.4945
2008gl        ;i';54763.35642;17.4300
2008gl        ;i';54766.31457;17.3835
2008gl        ;i';54767.26892;17.4310
2008gl        ;i';54768.24403;17.4445
2008gl        ;i';54775.36895;17.8250
2008gl        ;i';54786.26352;18.0515
2008gl        ;i';54790.25492;17.9615
2008gl        ;i';54794.21373;18.0325
2008gl        ;i';54800.26937;18.5265
2008gl        ;i';54802.20305;18.6790
2008gl        ;i';54811.20875;19.2200
2008gl        ;i';54825.12587;19.8175
2008gl        ;i';54831.09352;19.8450
2008hj        ;U ;54803.10174;16.9700
2008hj        ;U ;54831.08881;18.9890
2008hj        ;B ;54803.09801;16.9025
2008hj        ;B ;54811.11547;17.0215
2008hj        ;B ;54825.12048;18.8820
2008hj        ;B ;54831.08507;19.4400
2008hj        ;V ;54803.09429;16.9145
2008hj        ;V ;54811.11241;17.1470
2008hj        ;V ;54825.11676;17.9625
2008hj        ;V ;54831.08207;18.3990
2008hj        ;r';54803.09130;16.9180
2008hj        ;r';54811.10805;17.2250
2008hj        ;r';54825.11304;17.7515
2008hj        ;r';54831.07905;17.9350
2008hj        ;i';54803.08829;17.5620
2008hj        ;i';54811.10434;17.9110
2008hj        ;i';54825.10933;18.2200
2008hj        ;i';54831.07604;18.1540
2008hm        ;U ;54800.34071;17.5630
2008hm        ;U ;54801.41180;17.4230
2008hm        ;U ;54802.33739;17.3660
2008hm        ;U ;54803.08354;17.4570
2008hm        ;U ;54804.25001;17.4445
2008hm        ;U ;54806.28415;17.5315
2008hm        ;U ;54807.15224;18.3190
2008hm        ;U ;54811.33515;18.7470
2008hm        ;U ;54825.09503;19.3260
2008hm        ;U ;54829.14740;19.6360
2008hm        ;U ;54831.30278;19.9160
2008hm        ;U ;54832.25517;19.6580
2008hm        ;U ;54833.28485;19.5220
2008hm        ;B ;54800.33329;17.3945
2008hm        ;B ;54801.40623;17.3395
2008hm        ;B ;54802.33182;17.3150
2008hm        ;B ;54803.07980;17.2790
2008hm        ;B ;54804.24629;17.2340
2008hm        ;B ;54806.26858;17.2380
2008hm        ;B ;54807.14850;17.2720
2008hm        ;B ;54809.30402;17.2095
2008hm        ;B ;54820.05912;17.9890
2008hm        ;B ;54821.09192;18.4995
2008hm        ;B ;54825.09127;18.9580
2008hm        ;B ;54829.14366;19.4070
2008hm        ;B ;54831.29904;19.5320
2008hm        ;B ;54832.25821;19.5045
2008hm        ;B ;54833.28509;19.7330
2008hm        ;B ;54856.21588;20.6170
2008hm        ;B ;54861.25840;20.6090
2008hm        ;V ;54800.32773;17.0560
2008hm        ;V ;54801.40251;16.9780
2008hm        ;V ;54802.32810;16.9480
2008hm        ;V ;54803.07609;16.8990
2008hm        ;V ;54804.24328;16.9130
2008hm        ;V ;54806.25766;16.9010
2008hm        ;V ;54807.14550;16.9300
2008hm        ;V ;54808.16959;16.8980
2008hm        ;V ;54809.31069;16.9155
2008hm        ;V ;54811.36613;17.0160
2008hm        ;V ;54813.42299;17.1850
2008hm        ;V ;54820.05540;17.5555
2008hm        ;V ;54821.08821;17.5180
2008hm        ;V ;54825.08756;17.7090
2008hm        ;V ;54829.13994;17.9610
2008hm        ;V ;54831.29532;18.0350
2008hm        ;V ;54832.24772;18.1340
2008hm        ;V ;54833.27370;18.1780
2008hm        ;V ;54840.09556;18.5680
2008hm        ;V ;54841.27024;18.6040
2008hm        ;V ;54843.11299;18.8095
2008hm        ;V ;54856.21215;19.2590
2008hm        ;V ;54861.25469;19.3505
2008hm        ;r';54800.32403;16.8700
2008hm        ;r';54801.39950;16.8145
2008hm        ;r';54802.29681;16.8055
2008hm        ;r';54803.07308;16.7245
2008hm        ;r';54804.24027;16.7375
2008hm        ;r';54806.24368;16.7280
2008hm        ;r';54807.14316;16.7635
2008hm        ;r';54808.16729;16.7130
2008hm        ;r';54809.31508;16.7800
2008hm        ;r';54811.36652;16.8330
2008hm        ;r';54821.08520;17.3495
2008hm        ;r';54825.08455;17.4140
2008hm        ;r';54829.13693;17.4890
2008hm        ;r';54831.29231;17.5870
2008hm        ;r';54832.24470;17.6175
2008hm        ;r';54833.27068;17.6605
2008hm        ;r';54839.10365;18.0250
2008hm        ;r';54840.09926;17.9885
2008hm        ;r';54843.12336;18.2795
2008hm        ;r';54856.20845;18.7135
2008hm        ;r';54861.25097;19.2035
2008hm        ;i';54800.32030;16.9800
2008hm        ;i';54801.39648;17.0040
2008hm        ;i';54802.29380;17.0030
2008hm        ;i';54803.07007;16.9920
2008hm        ;i';54804.23723;17.0440
2008hm        ;i';54806.23113;17.0910
2008hm        ;i';54807.14086;17.1270
2008hm        ;i';54808.16498;17.1600
2008hm        ;i';54809.29428;17.2150
2008hm        ;i';54811.35153;17.2670
2008hm        ;i';54820.04936;17.7410
2008hm        ;i';54821.08218;17.7690
2008hm        ;i';54825.08153;17.6120
2008hm        ;i';54829.13391;17.5210
2008hm        ;i';54831.28931;17.5610
2008hm        ;i';54832.24168;17.5230
2008hm        ;i';54833.26767;17.5690
2008hm        ;i';54839.09994;17.7645
2008hm        ;i';54841.27458;17.7710
2008hm        ;i';54843.12364;18.1045
2008hm        ;i';54856.20473;18.7110
2008hm        ;i';54861.24726;18.8770
2008hs        ;U ;54806.21465;16.5765
2008hs        ;U ;54825.07488;18.0810
2008hs        ;B ;54804.17626;17.3620
2008hs        ;B ;54806.20051;16.7960
2008hs        ;B ;54820.11147;16.8740
2008hs        ;B ;54821.08916;17.0810
2008hs        ;B ;54825.06929;17.7210
2008hs        ;B ;54829.11315;18.2610
2008hs        ;B ;54830.15697;18.4070
2008hs        ;B ;54831.12689;18.4470
2008hs        ;B ;54832.22604;18.5580
2008hs        ;B ;54833.26140;18.7105
2008hs        ;B ;54856.19755;19.5290
2008hs        ;B ;54861.17865;19.6990
2008hs        ;B ;54862.20088;19.7750
2008hs        ;B ;54864.10494;19.6660
2008hs        ;B ;54886.11457;19.9240
2008hs        ;V ;54804.17324;17.2610
2008hs        ;V ;54806.18942;16.7940
2008hs        ;V ;54820.09994;16.4205
2008hs        ;V ;54821.08544;16.4810
2008hs        ;V ;54825.06558;16.8130
2008hs        ;V ;54829.10943;17.1620
2008hs        ;V ;54830.15325;17.2350
2008hs        ;V ;54831.12317;17.3450
2008hs        ;V ;54832.22233;17.4530
2008hs        ;V ;54833.25586;17.5500
2008hs        ;V ;54839.07669;17.9800
2008hs        ;V ;54840.09102;18.1700
2008hs        ;V ;54843.09754;18.1930
2008hs        ;V ;54856.18818;18.6800
2008hs        ;V ;54861.17492;18.7700
2008hs        ;V ;54862.19716;18.7710
2008hs        ;V ;54864.10123;18.8850
